"","germplasm","study","solution","std.error","z.ratio","trait"
"20","21PU-0015","Big6_Fre_23",0.559188301863656,3.84901616598223,0.145280840024988,"grain_yield_bu_ac"
"21","21PU-0015","Big6_Fre_24",-2.89706813292983,5.77752420064357,-0.501437645662673,"grain_yield_bu_ac"
"22","21PU-0015","Big6_Ith_23",-0.00788547533388426,2.5149404561471,-0.00313545209971485,"grain_yield_bu_ac"
"23","21PU-0015","Big6_Laf_23",-10.5778861724048,5.39093232872716,-1.96216267008908,"grain_yield_bu_ac"
"24","21PU-0015","Big6_Laf_24",-0.404825059162173,1.6205903332495,-0.249800983540636,"grain_yield_bu_ac"
"25","21PU-0015","Big6_Mas_23",-0.92875186028975,2.41478513487253,-0.384610558876401,"grain_yield_bu_ac"
"26","21PU-0015","Big6_Msn_24",-1.39844978694233,4.255181861947,-0.328646302863881,"grain_yield_bu_ac"
"27","21PU-0015","Big6_Neo_24",-3.70452757647821,9.76835129883278,-0.379237750890559,"grain_yield_bu_ac"
"28","21PU-0015","Big6_Prn_23",-0.289931937758252,6.2523872795065,-0.0463713978032941,"grain_yield_bu_ac"
"29","21PU-0015","Big6_Prn_24",-5.70654340445784,5.73943661533009,-0.994268912947938,"grain_yield_bu_ac"
"30","21PU-0015","Big6_Urb_23",-3.72405388418774,5.89170332719989,-0.632084420645405,"grain_yield_bu_ac"
"31","21PU-0015","Big6_Urb_24",-5.15422925306072,9.37353593856832,-0.549870325012906,"grain_yield_bu_ac"
"32","21PU-0015","Big6_Vin_23",-0.579122816267877,5.29587139712055,-0.109353640381591,"grain_yield_bu_ac"
"33","21PU-0015","Big6_Woo_23",-4.3936464274761,4.42647865869974,-0.992582765273449,"grain_yield_bu_ac"
"34","21PU-0015","Big6_Woo_24",-3.09675652322927,5.955925774735,-0.519945452706225,"grain_yield_bu_ac"
"35","21PU-0026","Big6_Fra_23",-1.80855287476677,2.46183475377312,-0.734636178157328,"grain_yield_bu_ac"
"36","21PU-0026","Big6_Fra_24",0.0829424665112152,3.06062038792722,0.0270998869504974,"grain_yield_bu_ac"
"37","21PU-0026","Big6_Fre_23",5.24701185641742,3.86696571997989,1.35688088190363,"grain_yield_bu_ac"
"38","21PU-0026","Big6_Fre_24",2.38794509191678,6.52845872794111,0.365774709074385,"grain_yield_bu_ac"
"39","21PU-0026","Big6_Ith_23",-0.136502441781737,2.59668117277418,-0.052568040779494,"grain_yield_bu_ac"
"40","21PU-0026","Big6_Laf_23",-7.04623663360999,5.67593532111819,-1.24142299638147,"grain_yield_bu_ac"
"41","21PU-0026","Big6_Laf_24",0.850642950459004,1.73096890035473,0.491425900421828,"grain_yield_bu_ac"
"42","21PU-0026","Big6_Mas_23",-2.54793098801408,2.44389861544427,-1.04256820308026,"grain_yield_bu_ac"
"43","21PU-0026","Big6_Msn_24",0.907734482254987,4.58979470488902,0.197772349444752,"grain_yield_bu_ac"
"44","21PU-0026","Big6_Neo_24",2.39725763508303,11.0489289122461,0.216967423188506,"grain_yield_bu_ac"
"45","21PU-0026","Big6_Prn_23",-2.98707147967254,5.74708672648065,-0.519754028751492,"grain_yield_bu_ac"
"46","21PU-0026","Big6_Prn_24",4.2992909213145,6.51138353184323,0.66027302804224,"grain_yield_bu_ac"
"47","21PU-0026","Big6_Urb_23",2.69621823179681,4.40189649724047,0.612512864281807,"grain_yield_bu_ac"
"48","21PU-0026","Big6_Urb_24",5.72748696044832,10.5153789005235,0.544677183259959,"grain_yield_bu_ac"
"49","21PU-0026","Big6_Vin_23",2.94183766228155,5.67116172110325,0.518736337800864,"grain_yield_bu_ac"
"50","21PU-0026","Big6_Woo_23",0.121775490886431,4.59163519115817,0.0265211598519252,"grain_yield_bu_ac"
"51","21PU-0026","Big6_Woo_24",5.63696931594746,6.72952906312736,0.837646923442787,"grain_yield_bu_ac"
"52","21PU-0031","Big6_Fra_23",-3.16817907894559,2.70078199023205,-1.17305991020526,"grain_yield_bu_ac"
"53","21PU-0031","Big6_Fra_24",-2.47238442726758,2.18162108435789,-1.1332785720648,"grain_yield_bu_ac"
"54","21PU-0031","Big6_Fre_23",-0.882099441308303,3.88164157658554,-0.227249070761509,"grain_yield_bu_ac"
"55","21PU-0031","Big6_Fre_24",1.76448641532419,4.03832249241678,0.436935489584493,"grain_yield_bu_ac"
"56","21PU-0031","Big6_Ith_23",-2.03859939450878,2.48908808361309,-0.819014565185499,"grain_yield_bu_ac"
"57","21PU-0031","Big6_Laf_23",-7.87338422711582,7.72378118576431,-1.01936914546819,"grain_yield_bu_ac"
"58","21PU-0031","Big6_Laf_24",0.249201140074107,1.277808711626,0.19502225787536,"grain_yield_bu_ac"
"59","21PU-0031","Big6_Mas_23",-4.89173663492816,2.58297512159083,-1.89383807611565,"grain_yield_bu_ac"
"60","21PU-0031","Big6_Msn_24",-1.44402008659703,3.30635829025847,-0.436740352928946,"grain_yield_bu_ac"
"61","21PU-0031","Big6_Neo_24",6.81707184863123,8.68940366396453,0.784527006945486,"grain_yield_bu_ac"
"62","21PU-0031","Big6_Prn_23",-0.0223442305909322,5.92055083072527,-0.00377401211978024,"grain_yield_bu_ac"
"63","21PU-0031","Big6_Prn_24",-4.69241054548089,3.84437752111041,-1.22059046483175,"grain_yield_bu_ac"
"64","21PU-0031","Big6_Urb_23",0.66764597225111,5.57943202494742,0.119661995928233,"grain_yield_bu_ac"
"65","21PU-0031","Big6_Urb_24",6.02388801532133,5.24114002324339,1.14934689563847,"grain_yield_bu_ac"
"66","21PU-0031","Big6_Vin_23",-2.32209028934207,5.08473190078077,-0.456679001893002,"grain_yield_bu_ac"
"67","21PU-0031","Big6_Woo_23",-1.4204331668685,5.12268030010124,-0.277283196228434,"grain_yield_bu_ac"
"68","21PU-0031","Big6_Woo_24",6.10209703920726,3.73134467627357,1.63536139612311,"grain_yield_bu_ac"
"69","21PU-0033","Big6_Fra_23",-2.58720437136499,2.02557162433278,-1.27727123557885,"grain_yield_bu_ac"
"70","21PU-0033","Big6_Fra_24",-0.45090338185526,2.49305945742292,-0.180863468984955,"grain_yield_bu_ac"
"71","21PU-0033","Big6_Fre_23",1.49423764899232,3.12013506402515,0.478901591863996,"grain_yield_bu_ac"
"72","21PU-0033","Big6_Fre_24",1.8639034639304,5.46389457106836,0.34113093502936,"grain_yield_bu_ac"
"73","21PU-0033","Big6_Ith_23",-0.624898266386843,1.91160611654353,-0.326896979968212,"grain_yield_bu_ac"
"74","21PU-0033","Big6_Laf_23",1.76899716862816,4.42606555924726,0.39967712745064,"grain_yield_bu_ac"
"75","21PU-0033","Big6_Laf_24",0.619506596118966,1.38713705485792,0.446608065114678,"grain_yield_bu_ac"
"76","21PU-0033","Big6_Mas_23",-2.84583117930163,2.02830376212321,-1.4030596562729,"grain_yield_bu_ac"
"77","21PU-0033","Big6_Msn_24",0.397716056736578,3.77371425508594,0.105391142480002,"grain_yield_bu_ac"
"78","21PU-0033","Big6_Neo_24",5.57044959562047,9.34229871747036,0.596261130593435,"grain_yield_bu_ac"
"79","21PU-0033","Big6_Prn_23",7.0058189874084,4.6712730662365,1.49976652789702,"grain_yield_bu_ac"
"80","21PU-0033","Big6_Prn_24",-1.76983620639132,5.44294813582389,-0.325161321075755,"grain_yield_bu_ac"
"81","21PU-0033","Big6_Urb_23",1.49830945850162,3.76028600682792,0.39845624928024,"grain_yield_bu_ac"
"82","21PU-0033","Big6_Urb_24",3.5670847260156,8.75669196369994,0.407355282200472,"grain_yield_bu_ac"
"83","21PU-0033","Big6_Vin_23",-1.26372536024485,3.84696844404727,-0.328499019065342,"grain_yield_bu_ac"
"84","21PU-0033","Big6_Woo_23",3.14008306843592,3.65503069002507,0.859112640833771,"grain_yield_bu_ac"
"85","21PU-0033","Big6_Woo_24",4.85966592972366,5.63306854087805,0.862703142072219,"grain_yield_bu_ac"
"86","21PU-0040","Big6_Fra_23",-3.60232744536785,2.16957831196834,-1.66038138632555,"grain_yield_bu_ac"
"87","21PU-0040","Big6_Fra_24",-2.68581238471042,2.5802382950678,-1.04091641064487,"grain_yield_bu_ac"
"88","21PU-0040","Big6_Fre_23",-2.53542877435063,3.24465315398017,-0.78141750567097,"grain_yield_bu_ac"
"89","21PU-0040","Big6_Fre_24",-0.0625374301303176,5.3849623273292,-0.0116133458934214,"grain_yield_bu_ac"
"90","21PU-0040","Big6_Ith_23",-2.25536940796843,2.1779451787878,-1.0355492093808,"grain_yield_bu_ac"
"91","21PU-0040","Big6_Laf_23",-0.351394744392229,5.00902961273413,-0.0701522593316081,"grain_yield_bu_ac"
"92","21PU-0040","Big6_Laf_24",-0.73621615301812,1.43050238577189,-0.514655662472638,"grain_yield_bu_ac"
"93","21PU-0040","Big6_Mas_23",-4.00028032527748,2.15229628440844,-1.85861043121996,"grain_yield_bu_ac"
"94","21PU-0040","Big6_Msn_24",-2.46367663747917,3.82388519548112,-0.644286245934009,"grain_yield_bu_ac"
"95","21PU-0040","Big6_Neo_24",-0.542116510245369,9.2503261938715,-0.0586051236338596,"grain_yield_bu_ac"
"96","21PU-0040","Big6_Prn_23",-3.89711475488646,5.02163595704786,-0.776064770170539,"grain_yield_bu_ac"
"97","21PU-0040","Big6_Prn_24",-4.89463670609464,5.34387209680343,-0.915934479236972,"grain_yield_bu_ac"
"98","21PU-0040","Big6_Urb_23",-3.04447873220028,4.00870328503099,-0.759467218132295,"grain_yield_bu_ac"
"99","21PU-0040","Big6_Urb_24",-0.513383861219323,8.70837646851779,-0.0589528786537066,"grain_yield_bu_ac"
"100","21PU-0040","Big6_Vin_23",-3.45940578176622,4.66887303856406,-0.740950921816067,"grain_yield_bu_ac"
"101","21PU-0040","Big6_Woo_23",0.833797517866223,3.82767041054465,0.217834198986736,"grain_yield_bu_ac"
"102","21PU-0040","Big6_Woo_24",0.16316035079961,5.5462867958409,0.0294179433566187,"grain_yield_bu_ac"
"103","21PU-0042","Big6_Fra_23",-6.03279886913492,2.30759460632451,-2.61432352658504,"grain_yield_bu_ac"
"104","21PU-0042","Big6_Fra_24",-5.26543104918785,2.88274058790103,-1.82653655042256,"grain_yield_bu_ac"
"105","21PU-0042","Big6_Fre_23",-5.75627337265356,3.69530388691564,-1.55772665761953,"grain_yield_bu_ac"
"106","21PU-0042","Big6_Fre_24",0.512063406086887,6.03075324057781,0.0849086980779578,"grain_yield_bu_ac"
"107","21PU-0042","Big6_Ith_23",-4.67295723097787,2.4682227654651,-1.89324776367879,"grain_yield_bu_ac"
"108","21PU-0042","Big6_Laf_23",-10.2734265908761,5.16130053354172,-1.99047246408385,"grain_yield_bu_ac"
"109","21PU-0042","Big6_Laf_24",-0.942454064898654,1.61926395034919,-0.582026213018216,"grain_yield_bu_ac"
"110","21PU-0042","Big6_Mas_23",-7.89550442011593,2.34880114000738,-3.36150399692463,"grain_yield_bu_ac"
"111","21PU-0042","Big6_Msn_24",-5.34632770383014,4.30990856726081,-1.24047357859103,"grain_yield_bu_ac"
"112","21PU-0042","Big6_Neo_24",4.47065121425521,10.5073211660569,0.425479638777706,"grain_yield_bu_ac"
"113","21PU-0042","Big6_Prn_23",0.0289955723017749,5.33192162273487,0.00543810925092001,"grain_yield_bu_ac"
"114","21PU-0042","Big6_Prn_24",-5.81893946713815,5.98618546025495,-0.972061341195121,"grain_yield_bu_ac"
"115","21PU-0042","Big6_Urb_23",-4.90694805811427,4.06766093371661,-1.20633163335736,"grain_yield_bu_ac"
"116","21PU-0042","Big6_Urb_24",2.48778709840182,9.62188478748451,0.258555070378494,"grain_yield_bu_ac"
"117","21PU-0042","Big6_Vin_23",-6.26300165765931,5.33510625627127,-1.1739225718883,"grain_yield_bu_ac"
"118","21PU-0042","Big6_Woo_23",-3.70961410027419,4.29437418113938,-0.863831129706064,"grain_yield_bu_ac"
"119","21PU-0042","Big6_Woo_24",2.49029564449959,6.1839131994817,0.402705465644037,"grain_yield_bu_ac"
"120","21PU-0046","Big6_Fra_23",-1.8023047008636,2.30362514972107,-0.782377593456047,"grain_yield_bu_ac"
"121","21PU-0046","Big6_Fra_24",-1.0449165113147,2.83186149354691,-0.368985740897217,"grain_yield_bu_ac"
"122","21PU-0046","Big6_Fre_23",0.727713694420806,3.49846931907745,0.208009168596254,"grain_yield_bu_ac"
"123","21PU-0046","Big6_Fre_24",3.65771685350162,5.99465220893568,0.610163313235987,"grain_yield_bu_ac"
"124","21PU-0046","Big6_Ith_23",-1.05951862153715,2.39948672125327,-0.441560527154639,"grain_yield_bu_ac"
"125","21PU-0046","Big6_Laf_23",-5.19321480207577,5.325215806593,-0.975212083545272,"grain_yield_bu_ac"
"126","21PU-0046","Big6_Laf_24",0.66178283070217,1.59352130333208,0.415295879206867,"grain_yield_bu_ac"
"127","21PU-0046","Big6_Mas_23",-3.9285995608079,2.31326405612546,-1.69829274371211,"grain_yield_bu_ac"
"128","21PU-0046","Big6_Msn_24",0.105356749816609,4.23954982615065,0.0248509285506543,"grain_yield_bu_ac"
"129","21PU-0046","Big6_Neo_24",6.12346196623887,10.2921417982954,0.594964788306067,"grain_yield_bu_ac"
"130","21PU-0046","Big6_Prn_23",2.98698742642931,5.4250693356124,0.55058972367809,"grain_yield_bu_ac"
"131","21PU-0046","Big6_Prn_24",-3.14624470009595,5.96585696418725,-0.527375148110776,"grain_yield_bu_ac"
"132","21PU-0046","Big6_Urb_23",-1.2259604416634,4.08232149340054,-0.300309626188256,"grain_yield_bu_ac"
"133","21PU-0046","Big6_Urb_24",3.7949208245658,9.64537453197342,0.393444631101263,"grain_yield_bu_ac"
"134","21PU-0046","Big6_Vin_23",-0.311639377456336,5.20678404276152,-0.059852564442264,"grain_yield_bu_ac"
"135","21PU-0046","Big6_Woo_23",-1.23758984025336,3.88414733696853,-0.318625874068739,"grain_yield_bu_ac"
"136","21PU-0046","Big6_Woo_24",4.70766824548603,6.17194131846905,0.762753241253073,"grain_yield_bu_ac"
"137","21PU-0051","Big6_Fra_23",-3.98772326315069,2.45829826576051,-1.62214785678866,"grain_yield_bu_ac"
"138","21PU-0051","Big6_Fra_24",-2.8680717244297,3.0327004112606,-0.945715479768582,"grain_yield_bu_ac"
"139","21PU-0051","Big6_Fre_23",-3.35149593629427,3.90002943068211,-0.859351447434615,"grain_yield_bu_ac"
"140","21PU-0051","Big6_Fre_24",0.308747357812141,6.0764188236114,0.0508107434287493,"grain_yield_bu_ac"
"141","21PU-0051","Big6_Ith_23",-2.76157535165456,2.56887502566098,-1.07501350749595,"grain_yield_bu_ac"
"142","21PU-0051","Big6_Laf_23",-18.4159729890814,5.50366930166097,-3.34612637127808,"grain_yield_bu_ac"
"143","21PU-0051","Big6_Laf_24",-0.713516172777294,1.67511295461371,-0.425951080380627,"grain_yield_bu_ac"
"144","21PU-0051","Big6_Mas_23",-4.76722093717552,2.5039290691313,-1.90389615901917,"grain_yield_bu_ac"
"145","21PU-0051","Big6_Msn_24",-2.30668761453602,4.42924718417287,-0.520785478574905,"grain_yield_bu_ac"
"146","21PU-0051","Big6_Neo_24",1.30147971914946,10.3332127268408,0.125951120290868,"grain_yield_bu_ac"
"147","21PU-0051","Big6_Prn_23",-0.15141979192778,6.35019006969839,-0.0238449227922042,"grain_yield_bu_ac"
"148","21PU-0051","Big6_Prn_24",-4.52562188889203,6.02858432380796,-0.750693968237209,"grain_yield_bu_ac"
"149","21PU-0051","Big6_Urb_23",-6.69728818970392,6.01518286367495,-1.11339727178506,"grain_yield_bu_ac"
"150","21PU-0051","Big6_Urb_24",-2.22231036756025,9.88449144781021,-0.224827992344773,"grain_yield_bu_ac"
"151","21PU-0051","Big6_Vin_23",-4.51907218731948,5.38359113307093,-0.839415935500602,"grain_yield_bu_ac"
"152","21PU-0051","Big6_Woo_23",-2.10863170157013,4.45273580876921,-0.473558682151633,"grain_yield_bu_ac"
"153","21PU-0051","Big6_Woo_24",1.72839222845065,6.27244977977897,0.275552979957307,"grain_yield_bu_ac"
"154","21PU-0058","Big6_Fra_23",-0.35886380621461,2.2811054679884,-0.15732012888079,"grain_yield_bu_ac"
"155","21PU-0058","Big6_Fra_24",0.769153921143853,2.84223129257705,0.270616231392788,"grain_yield_bu_ac"
"156","21PU-0058","Big6_Fre_23",2.36262729925678,3.63692492818092,0.649622234693334,"grain_yield_bu_ac"
"157","21PU-0058","Big6_Fre_24",4.19922772975208,5.90980826165171,0.710552279166237,"grain_yield_bu_ac"
"158","21PU-0058","Big6_Ith_23",0.519729147674156,2.43739236131768,0.213231630623962,"grain_yield_bu_ac"
"159","21PU-0058","Big6_Laf_23",-15.2029213753756,5.46905176041578,-2.77980937854935,"grain_yield_bu_ac"
"160","21PU-0058","Big6_Laf_24",1.07805478476773,1.59459734833679,0.676067087338489,"grain_yield_bu_ac"
"161","21PU-0058","Big6_Mas_23",-2.57860702522513,2.32342288405455,-1.10983112154136,"grain_yield_bu_ac"
"162","21PU-0058","Big6_Msn_24",1.78772469902387,4.2376225373546,0.421869735509735,"grain_yield_bu_ac"
"163","21PU-0058","Big6_Neo_24",5.88628159712894,10.3103105534552,0.57091215309284,"grain_yield_bu_ac"
"164","21PU-0058","Big6_Prn_23",4.58779119072067,5.31013895948634,0.863968198520451,"grain_yield_bu_ac"
"165","21PU-0058","Big6_Prn_24",-3.35561182278393,5.86845883159519,-0.571804611581776,"grain_yield_bu_ac"
"166","21PU-0058","Big6_Urb_23",11.7257698714951,4.17382537117704,2.80935804177844,"grain_yield_bu_ac"
"167","21PU-0058","Big6_Urb_24",4.89840824405873,9.44924384375415,0.518391558632126,"grain_yield_bu_ac"
"168","21PU-0058","Big6_Vin_23",1.27402440003088,5.25584723226719,0.242401337734717,"grain_yield_bu_ac"
"169","21PU-0058","Big6_Woo_23",4.52246124819898,4.25493908243091,1.06287332452601,"grain_yield_bu_ac"
"170","21PU-0058","Big6_Woo_24",5.56524485469929,6.06483458025056,0.917625168676797,"grain_yield_bu_ac"
"171","21PU-0071","Big6_Fra_23",-2.94260494082139,2.31752385534926,-1.26971937485318,"grain_yield_bu_ac"
"172","21PU-0071","Big6_Fra_24",-0.529487155404932,2.72729957020844,-0.194143379476448,"grain_yield_bu_ac"
"173","21PU-0071","Big6_Fre_23",0.850799147182036,3.5027609711943,0.242893864062882,"grain_yield_bu_ac"
"174","21PU-0071","Big6_Fre_24",-0.593854658136071,5.67850911282108,-0.104579326428349,"grain_yield_bu_ac"
"175","21PU-0071","Big6_Ith_23",-1.74789878416068,2.42744386762287,-0.720057344053993,"grain_yield_bu_ac"
"176","21PU-0071","Big6_Laf_23",-16.7837534748225,5.20341579579411,-3.22552610313954,"grain_yield_bu_ac"
"177","21PU-0071","Big6_Laf_24",-0.244909973718479,1.5702550300666,-0.155968278419137,"grain_yield_bu_ac"
"178","21PU-0071","Big6_Mas_23",-4.18698291682365,2.28517219673758,-1.83223956724188,"grain_yield_bu_ac"
"179","21PU-0071","Big6_Msn_24",-2.05981397521755,4.05842918059183,-0.507539711440072,"grain_yield_bu_ac"
"180","21PU-0071","Big6_Neo_24",0.909616400773549,9.57232315451936,0.0950256678645552,"grain_yield_bu_ac"
"181","21PU-0071","Big6_Prn_23",-1.23806541902886,5.37048485893673,-0.230531404807644,"grain_yield_bu_ac"
"182","21PU-0071","Big6_Prn_24",-6.26369749119309,5.66191737165254,-1.1062855707774,"grain_yield_bu_ac"
"183","21PU-0071","Big6_Urb_23",-1.92533049154388,3.99977848221033,-0.481359280296922,"grain_yield_bu_ac"
"184","21PU-0071","Big6_Urb_24",2.53930678384386,9.17858355631329,0.276655626466162,"grain_yield_bu_ac"
"185","21PU-0071","Big6_Vin_23",-0.317727759287197,5.25326715333006,-0.060481934387401,"grain_yield_bu_ac"
"186","21PU-0071","Big6_Woo_23",-5.14204961808128,3.95064537561097,-1.30157205448643,"grain_yield_bu_ac"
"187","21PU-0071","Big6_Woo_24",-2.89252550256657,5.85500196890258,-0.49402639280559,"grain_yield_bu_ac"
"188","21PU-0072","Big6_Fra_23",-4.18559709160875,2.35698161384729,-1.77582933486555,"grain_yield_bu_ac"
"189","21PU-0072","Big6_Fra_24",-2.89270076019753,2.88096403238843,-1.00407388904448,"grain_yield_bu_ac"
"190","21PU-0072","Big6_Fre_23",0.39777555113564,3.56444194384617,0.111595463582281,"grain_yield_bu_ac"
"191","21PU-0072","Big6_Fre_24",2.37341757947153,6.11732762539925,0.387982747501876,"grain_yield_bu_ac"
"192","21PU-0072","Big6_Ith_23",-2.7845884260986,2.46756024581758,-1.12847839513478,"grain_yield_bu_ac"
"193","21PU-0072","Big6_Laf_23",3.88173643879298,5.18695325029624,0.748365418286985,"grain_yield_bu_ac"
"194","21PU-0072","Big6_Laf_24",-0.573532454544991,1.63991523707484,-0.349732987156103,"grain_yield_bu_ac"
"195","21PU-0072","Big6_Mas_23",-3.32655870529998,2.32912630279602,-1.42824315766241,"grain_yield_bu_ac"
"196","21PU-0072","Big6_Msn_24",0.888497705376512,4.33276433185446,0.205064858673314,"grain_yield_bu_ac"
"197","21PU-0072","Big6_Neo_24",-1.54434158624021,10.3486158831986,-0.149231704381598,"grain_yield_bu_ac"
"198","21PU-0072","Big6_Prn_23",-1.21264464893862,5.48197080215286,-0.221205966376617,"grain_yield_bu_ac"
"199","21PU-0072","Big6_Prn_24",-1.71995585103803,6.11297514954129,-0.281361498936748,"grain_yield_bu_ac"
"200","21PU-0072","Big6_Urb_23",-4.49014929422352,4.14785135153207,-1.08252415857792,"grain_yield_bu_ac"
"201","21PU-0072","Big6_Urb_24",1.65608538183219,9.84315546521286,0.168247406808217,"grain_yield_bu_ac"
"202","21PU-0072","Big6_Vin_23",-2.04582983133623,5.38958541117791,-0.379589462872824,"grain_yield_bu_ac"
"203","21PU-0072","Big6_Woo_23",-1.65611127323504,3.90594717854401,-0.423997355195258,"grain_yield_bu_ac"
"204","21PU-0072","Big6_Woo_24",0.803580954308864,6.29907539518599,0.127571255127855,"grain_yield_bu_ac"
"205","21PU-0073","Big6_Fra_23",-2.19112088079587,2.64739889430634,-0.827650447957893,"grain_yield_bu_ac"
"206","21PU-0073","Big6_Fra_24",0.91415519658102,1.9563116884312,0.467285045622815,"grain_yield_bu_ac"
"207","21PU-0073","Big6_Fre_23",2.5227723083616,3.79249304435562,0.66520156500122,"grain_yield_bu_ac"
"208","21PU-0073","Big6_Fre_24",5.27249838063336,3.34367333778543,1.5768580982631,"grain_yield_bu_ac"
"209","21PU-0073","Big6_Ith_23",-0.671815774142142,2.44815654103506,-0.274417000253629,"grain_yield_bu_ac"
"210","21PU-0073","Big6_Laf_23",-10.5775756900096,7.89137714631161,-1.34039667524363,"grain_yield_bu_ac"
"211","21PU-0073","Big6_Laf_24",1.07052117045287,1.16513360631562,0.918796921357428,"grain_yield_bu_ac"
"212","21PU-0073","Big6_Mas_23",-4.15363711460447,2.45468780204467,-1.69212439608191,"grain_yield_bu_ac"
"213","21PU-0073","Big6_Msn_24",-1.46155319159933,2.99457324184398,-0.488067271548633,"grain_yield_bu_ac"
"214","21PU-0073","Big6_Neo_24",1.6702722322374,3.28140223882477,0.509011730556876,"grain_yield_bu_ac"
"215","21PU-0073","Big6_Prn_23",0.615239358484281,5.91029166234896,0.104096277076073,"grain_yield_bu_ac"
"216","21PU-0073","Big6_Prn_24",0.223512165064332,3.42454439283496,0.0652677084671403,"grain_yield_bu_ac"
"217","21PU-0073","Big6_Urb_23",-0.958317884079005,5.56160838899796,-0.172309486222504,"grain_yield_bu_ac"
"218","21PU-0073","Big6_Urb_24",10.6640006538719,4.07689734173697,2.61571478504006,"grain_yield_bu_ac"
"219","21PU-0073","Big6_Vin_23",1.81159484139866,4.99339830806777,0.36279798438504,"grain_yield_bu_ac"
"220","21PU-0073","Big6_Woo_23",-4.83072435670688,5.02997142948976,-0.960388030911124,"grain_yield_bu_ac"
"221","21PU-0073","Big6_Woo_24",3.9477993080041,3.20883770397942,1.23028949177089,"grain_yield_bu_ac"
"222","21PU-0104","Big6_Fra_23",-2.04519918532054,2.47588161267113,-0.826048860677978,"grain_yield_bu_ac"
"223","21PU-0104","Big6_Fra_24",3.20088344481719,3.09627980027635,1.03378365370323,"grain_yield_bu_ac"
"224","21PU-0104","Big6_Fre_23",7.62938365829256,4.10037873220559,1.8606534070546,"grain_yield_bu_ac"
"225","21PU-0104","Big6_Fre_24",7.78565414990972,6.24946563026385,1.24581117979219,"grain_yield_bu_ac"
"226","21PU-0104","Big6_Ith_23",1.82649953246157,2.77933478603746,0.657171471978602,"grain_yield_bu_ac"
"227","21PU-0104","Big6_Laf_23",7.81217068713215,5.40789028276928,1.44458749690677,"grain_yield_bu_ac"
"228","21PU-0104","Big6_Laf_24",2.10133803532789,1.79316381656586,1.17186060521354,"grain_yield_bu_ac"
"229","21PU-0104","Big6_Mas_23",-1.73978346740882,2.50531326371714,-0.694437495144819,"grain_yield_bu_ac"
"230","21PU-0104","Big6_Msn_24",3.74516921011145,4.56323458086637,0.820726864626888,"grain_yield_bu_ac"
"231","21PU-0104","Big6_Neo_24",8.35610867268059,10.7611280314672,0.776508619565353,"grain_yield_bu_ac"
"232","21PU-0104","Big6_Prn_23",6.77220294579524,6.92184444873854,0.978381267586766,"grain_yield_bu_ac"
"233","21PU-0104","Big6_Prn_24",0.188954421329991,6.20526530981538,0.0304506595440981,"grain_yield_bu_ac"
"234","21PU-0104","Big6_Urb_23",5.74996389223211,6.35049920634315,0.905434943836982,"grain_yield_bu_ac"
"235","21PU-0104","Big6_Urb_24",6.47358821523163,10.1206444770422,0.639641895327555,"grain_yield_bu_ac"
